tag,root,pos,images
omurice,omurice,ADJ,1413
on_back,on,ADP,170140
on_bed,on,ADP,64276
on_bench,on,ADP,1221
on_chair,on,ADP,6237
on_couch,on,ADP,8302
on_desk,on,ADP,4019
on_floor,on,ADP,15088
on_grass,on,ADP,1874
on_ground,on,ADP,7168
on_head,on,ADP,12698
on_lap,on,ADP,2371
on_motorcycle,on,ADP,717
on_person,on,ADP,1684
on_shoulder,on,ADP,2658
on_side,on,ADP,61492
on_stomach,on,ADP,44313
on_table,on,ADP,2005
on_vehicle,on,ADP,1174
onbashira,onbashira,PROPN,1070
one-eyed,eyed,ADJ,7629
one-hour_drawing_challenge,challenge,NOUN,21996
one-piece_swimsuit,swimsuit,NOUN,96901
one-piece_tan,tan,NOUN,9164
one-piece_thong,thong,NOUN,646
one_breast_out,breast,NOUN,10164
one_eye_closed,closed,VERB,292050
one_eye_covered,covered,VERB,16588
one_knee,knee,NOUN,8687
one_side_up,side,NOUN,64250
oni,oni,INTJ,18521
oni_horns,horns,NOUN,22329
oni_mask,mask,PROPN,2188
onigiri,onigiri,PROPN,4952
onion,onion,NOUN,806
onmyouji,onmyouji,PROPN,1399
onsen,onsen,NOUN,12956
ooarai_(emblem),ooarai,PROPN,699
ooarai_military_uniform,uniform,NOUN,2408
ooarai_school_uniform,uniform,NOUN,8300
oohashi_high_school_uniform,uniform,NOUN,1028
oonusa,oonusa,PROPN,720
ootachi,ootachi,PROPN,1118
opaque_glasses,glasses,NOUN,3380
open-chest_sweater,sweater,NOUN,2767
open_belt,belt,NOUN,1165
open_blouse,blouse,NOUN,86184
open_book,book,NOUN,16434
open_bra,bra,NOUN,1740
open_cardigan,cardigan,NOUN,9128
open_clothes,clothes,NOUN,281629
open_coat,coat,NOUN,18974
open_collar,collar,NOUN,2332
open_door,door,NOUN,3443
open_dress,dress,NOUN,3139
open_fly,fly,NOUN,10740
open_hand,hand,NOUN,8670
open_hands,hands,NOUN,4200
open_hoodie,hoodie,NOUN,4636
open_jacket,jacket,NOUN,114589
open_kimono,kimono,PROPN,8596
open_mouth,mouth,NOUN,1548500
open_pants,pants,NOUN,1404
open_robe,robe,NOUN,1185
open_shirt,shirt,NOUN,86184
open_shorts,shorts,NOUN,2407
open_skirt,skirt,NOUN,2172
open_vest,vest,NOUN,5102
open_window,window,NOUN,1443
opening_door,opening,VERB,1173
oppai_loli,loli,PROPN,3345
oral,oral,NOUN,53328
oral_invitation,invitation,NOUN,1457
orange-tinted_eyewear,eyewear,NOUN,1133
orange_(fruit),orange,PROPN,4324
orange_background,background,PROPN,15099
orange_bikini,bikini,PROPN,4388
orange_bodysuit,bodysuit,PROPN,2903
orange_bow,bow,PROPN,15840
orange_bowtie,bowtie,PROPN,4070
orange_choker,choker,PROPN,2468
orange_dress,dress,PROPN,4067
orange_eyes,eyes,NOUN,101543
orange_flower,flower,PROPN,3377
orange_footwear,footwear,PROPN,2643
orange_gloves,gloves,NOUN,2511
orange_goggles,goggles,NOUN,786
orange_hair,hair,PROPN,145449
orange_hairband,hairband,PROPN,2828
orange_headwear,headwear,PROPN,3642
orange_hoodie,hoodie,PROPN,851
orange_jacket,jacket,NOUN,3827
orange_kimono,kimono,PROPN,1973
orange_legwear,legwear,PROPN,1522
orange_leotard,leotard,PROPN,786
orange_nails,nails,VERB,2744
orange_neckerchief,neckerchief,NOUN,1234
orange_necktie,necktie,NOUN,2893
orange_neckwear,neckwear,PROPN,0
orange_panties,panties,NOUN,1157
orange_pants,pants,NOUN,974
orange_ribbon,ribbon,PROPN,3342
orange_sailor_collar,collar,PROPN,1376
orange_scarf,scarf,PROPN,1805
orange_scrunchie,scrunchie,PROPN,2518
orange_shirt,shirt,PROPN,6992
orange_shorts,shorts,NOUN,1974
orange_skirt,skirt,PROPN,7281
orange_sky,sky,PROPN,2832
orange_slice,slice,PROPN,1315
orange_sweater,sweater,PROPN,893
orange_theme,theme,NOUN,2394
orange_vest,vest,PROPN,724
orb,orb,PROPN,5396
orc,orc,INTJ,2386
orgasm,orgasm,PROPN,10641
orgy,orgy,PROPN,2508
origami,origami,PROPN,1313
oripathy_lesion_(arknights),lesion,NOUN,4763
ornament,ornament,NOUN,759
otaku,otaku,PROPN,643
other_focus,focus,NOUN,1651
otoko_no_ko,otoko,PROPN,38842
otonokizaka_school_uniform,uniform,NOUN,6097
otter,otter,NOUN,630
otter_ears,ears,NOUN,935
otter_tail,tail,NOUN,636
out-of-frame_censoring,censoring,NOUN,8278
out_of_character,out,ADP,644
out_of_frame,out,ADP,22504
outdoors,outdoors,ADV,312475
outline,outline,NOUN,21105
outside_border,border,NOUN,21791
outstretched_arm,arm,NOUN,43442
outstretched_arms,arms,NOUN,46686
outstretched_hand,hand,NOUN,17179
outstretched_leg,leg,NOUN,1017
oven_mitts,mitts,NOUN,1121
over-kneehighs,over,ADP,5675
over-rim_eyewear,eyewear,NOUN,2576
over_shoulder,over,ADP,8688
overall_shorts,shorts,NOUN,978
overalls,overalls,NOUN,11035
overcast,overcast,ADJ,1152
overcoat,overcoat,VERB,1342
overflow,overflow,NOUN,15051
overgrown,overgrown,ADJ,1484
oversized_animal,animal,NOUN,2039
oversized_clothes,clothes,NOUN,7184
oversized_food,food,NOUN,865
oversized_object,object,NOUN,5793
oversized_shirt,shirt,NOUN,1401
overskirt,overskirt,VERB,1788
ovum,ovum,PROPN,1483
owl,owl,NOUN,2545
owl_ears,ears,NOUN,916
own_hands_clasped,clasped,VERB,10207
own_hands_together,hands,NOUN,46624
p90,p90,NOUN,849
pacifier,pacifier,NOUN,1533
paddle,paddle,NOUN,2534
padlock,padlock,NOUN,2595
page_number,number,NOUN,18261
pagoda,pagoda,PROPN,753
pain,pain,NOUN,1696
paint,paint,NOUN,2722
paint_splatter,splatter,NOUN,3032
paintbrush,paintbrush,NOUN,8597
painting,painting,NOUN,0
painting_(medium),painting,NOUN,10237
painting_(object),painting,NOUN,3501
paizuri,paizuri,PROPN,28728
paizuri_invitation,invitation,NOUN,617
paizuri_under_clothes,paizuri,NOUN,3694
pajamas,pajamas,NOUN,17873
pale_color,color,NOUN,1784
pale_skin,skin,NOUN,35467
palette_(object),palette,NOUN,1479
palm_leaf,leaf,NOUN,1392
palm_tree,tree,NOUN,15137
palms,palms,NOUN,1619
palms_together,palms,NOUN,948
pancake,pancake,NOUN,2895
panda,panda,NOUN,2749
panda_ears,ears,NOUN,1417
panicking,panicking,VERB,681
pant_suit,suit,NOUN,2581
panties,panties,NOUN,502177
panties_around_one_leg,panties,NOUN,15819
panties_aside,panties,NOUN,16401
panties_on_head,panties,NOUN,1241
panties_over_pantyhose,panties,NOUN,592
panties_removed,removed,VERB,6149
panties_under_buruma,panties,NOUN,769
panties_under_pantyhose,panties,NOUN,23551
pants,pants,NOUN,202327
pants_pull,pull,VERB,7507
pants_rolled_up,rolled,VERB,1245
panty_lift,lift,VERB,848
panty_peek,peek,NOUN,4543
panty_pull,pull,VERB,40151
panty_straps,straps,VERB,1365
pantyhose,pantyhose,NOUN,351966
pantyhose_pull,pull,VERB,8956
pantylines,pantylines,PROPN,3356
pantyshot,pantyshot,NOUN,57010
panzerkampfwagen_iv,iv,PROPN,1006
papakha,papakha,PROPN,1198
paper,paper,NOUN,17069
paper_airplane,airplane,NOUN,1229
paper_bag,bag,NOUN,3253
paper_crane,crane,NOUN,804
paper_fan,fan,NOUN,5495
paper_lantern,lantern,NOUN,4856
papers,papers,NOUN,917
paradis_military_uniform,uniform,NOUN,3503
parasol,parasol,NOUN,9731
parfait,parfait,PROPN,3105
park,park,NOUN,1161
park_bench,bench,NOUN,1610
parka,parka,NOUN,854
parody,parody,NOUN,60584
parrot,parrot,NOUN,699
parted_bangs,parted,VERB,97487
parted_hair,hair,NOUN,1874
parted_lips,parted,VERB,299999
partially_colored,colored,VERB,6810
partially_fingerless_gloves,gloves,NOUN,17427
partially_submerged,submerged,VERB,24450
partially_unbuttoned,unbuttoned,VERB,7385
partially_underwater_shot,shot,VERB,1298
partially_undressed,undressed,VERB,3167
partially_unzipped,unzipped,VERB,3381
partially_visible_anus,anus,NOUN,3006
partially_visible_vulva,vulva,NOUN,13742
party_hat,hat,NOUN,1443
party_popper,popper,NOUN,1063
pasta,pasta,NOUN,1173
pastel_(medium),pastel,ADJ,573
pastel_colors,colors,NOUN,934
pasties,pasties,NOUN,14015
pastry,pastry,NOUN,2476
patch,patch,NOUN,1688
patchwork_skin,skin,NOUN,1639
path,path,NOUN,2313
patreon_logo,logo,NOUN,5197
patreon_username,username,NOUN,18012
patterned,patterned,VERB,1087
patterned_background,background,NOUN,2353
patterned_clothing,clothing,NOUN,2089
pauldrons,pauldrons,NOUN,21329
pavement,pavement,NOUN,1430
paw_gloves,gloves,NOUN,9981
paw_pose,pose,VERB,19332
paw_print,print,NOUN,10220
paw_print_background,background,NOUN,1028
paw_shoes,shoes,NOUN,2660
pawpads,pawpads,NOUN,1597
peace_symbol,symbol,NOUN,918
peach,peach,PROPN,10449
peaked_cap,cap,NOUN,33758
pearl_(gemstone),pearl,NOUN,1814
pearl_bracelet,bracelet,NOUN,1051
pearl_necklace,necklace,NOUN,4264
pectoral_cleavage,cleavage,NOUN,5582
pectoral_grab,grab,PROPN,1409
pectoral_press,press,PROPN,820
pectorals,pectorals,NOUN,45021
pee,pee,VERB,7978
peeing,peeing,VERB,8060
peeing_self,peeing,VERB,2775
peeking,peeking,VERB,2734
peeking_out,peeking,VERB,4744
peeping,peeping,VERB,2734
pegasus,pegasus,NOUN,752
pegasus_knight_uniform_(fire_emblem),uniform,NOUN,755
pelt,pelt,NOUN,657
pelvic_curtain,curtain,PROPN,29733
pen,pen,VERB,12570
pencil,pencil,NOUN,7934
pencil_case,case,NOUN,952
pencil_dress,dress,NOUN,1603
pencil_skirt,skirt,NOUN,24125
pendant,pendant,NOUN,26150
penguin,penguin,PROPN,5233
penguin_hood,hood,PROPN,895
penis,penis,NOUN,272784
penis_awe,awe,ADJ,3000
penis_grab,grab,VERB,2039
penis_in_panties,penis,NOUN,823
penis_on_face,penis,NOUN,3137
penis_peek,peek,NOUN,828
penises_touching,penises,VERB,980
pennant,pennant,NOUN,1090
pentacle,pentacle,NOUN,1532
pentagram,pentagram,PROPN,3558
people,people,NOUN,1423
perfume_bottle,bottle,NOUN,685
perineum,perineum,PROPN,1553
perky_breasts,breasts,NOUN,3388
perpendicular_paizuri,paizuri,NOUN,1224
person_on_head,person,NOUN,627
personality_switch,switch,NOUN,777
personification,personification,NOUN,24722
perspective,perspective,NOUN,6110
pervert,pervert,VERB,5890
pet,pet,ADJ,772
pet_bowl,bowl,NOUN,975
pet_play,play,NOUN,1431
petals,petals,NOUN,93079
petals_on_liquid,petals,NOUN,1129
petite,petite,ADJ,10162
petticoat,petticoat,PROPN,13410
petting,petting,VERB,1564
phallic_symbol,symbol,NOUN,1077
phimosis,phimosis,NOUN,2360
phoenix,phoenix,PROPN,646
phone,phone,NOUN,57337
phone_screen,screen,NOUN,2222
phonograph,phonograph,NOUN,1260
photo_(medium),photo,PROPN,11837
photo_(object),photo,PROPN,8393
photo_background,background,NOUN,3553
photo_inset,inset,NOUN,1085
photorealistic,photorealistic,ADJ,739
piano,piano,NOUN,2812
pickaxe,pickaxe,PROPN,887
picnic,picnic,NOUN,1069
picnic_basket,basket,NOUN,1253
picture_(object),picture,NOUN,1999
picture_frame,frame,NOUN,4680
pie,pie,NOUN,1219
pier,pier,NOUN,964
piercing,piercing,VERB,56188
piercing_bunny,piercing,VERB,793
pig,pig,NOUN,2516
pig_ears,ears,NOUN,657
pigeon,pigeon,NOUN,822
pigeon-toed,toed,VERB,8619
piggyback,piggyback,NOUN,3036
pill,pill,NOUN,2068
pill_earrings,earrings,NOUN,1048
pillar,pillar,NOUN,5554
pillarboxed,pillarboxed,PROPN,2610
pillbox_hat,hat,NOUN,1352
pillow,pillow,NOUN,97935
pillow_grab,grab,VERB,1953
pillow_hat,hat,NOUN,4780
pillow_hug,hug,VERB,5895
pilot,pilot,NOUN,1029
pilot_suit,suit,NOUN,10736
pinafore_dress,dress,NOUN,11866
pince-nez,nez,PROPN,3565
pinching,pinching,VERB,2653
pinching_sleeves,pinching,VERB,1098
pine_tree,tree,NOUN,858
pink-framed_eyewear,eyewear,NOUN,2303
pink_apron,apron,NOUN,2601
pink_background,background,NOUN,52150
pink_bag,bag,NOUN,1307
pink_bikini,bikini,NOUN,13889
pink_blood,blood,NOUN,1480
pink_blouse,blouse,NOUN,21541
pink_bodysuit,bodysuit,NOUN,2515
pink_border,border,NOUN,777
pink_bow,bow,NOUN,41716
pink_bowtie,bowtie,NOUN,5700
pink_bra,bra,NOUN,15682
pink_camisole,camisole,NOUN,890
pink_cape,cape,NOUN,776
pink_capelet,capelet,NOUN,956
pink_cardigan,cardigan,NOUN,3173
pink_choker,choker,NOUN,5272
pink_coat,coat,NOUN,1182
pink_collar,collar,NOUN,1279
pink_dress,dress,NOUN,34725
pink_eyes,eyes,NOUN,166373
pink_flower,flower,NOUN,27417
pink_footwear,footwear,NOUN,14211
pink_gloves,gloves,NOUN,5464
pink_hair,hair,NOUN,421063
pink_hairband,hairband,NOUN,4722
pink_hakama,hakama,NOUN,1036
pink_headwear,headwear,NOUN,10794
pink_hoodie,hoodie,NOUN,1732
pink_jacket,jacket,NOUN,9633
pink_kimono,kimono,NOUN,9279
pink_legwear,legwear,NOUN,5847
pink_leotard,leotard,NOUN,3140
pink_lips,lips,NOUN,17054
pink_nails,nails,NOUN,26580
pink_neckerchief,neckerchief,NOUN,3042
pink_necktie,necktie,NOUN,4216
pink_neckwear,neckwear,NOUN,0
pink_pajamas,pajamas,NOUN,981
pink_panties,panties,NOUN,38160
pink_pants,pants,NOUN,1495
pink_pupils,pupils,NOUN,1218
pink_ribbon,ribbon,NOUN,22590
pink_rose,rose,VERB,6974
pink_sailor_collar,collar,NOUN,1385
pink_scarf,scarf,NOUN,3477
pink_scrunchie,scrunchie,NOUN,2717
pink_shirt,shirt,NOUN,21541
pink_shorts,shorts,NOUN,3141
pink_skin,skin,NOUN,3857
pink_skirt,skirt,NOUN,24087
pink_sleeves,sleeves,NOUN,1977
pink_sweater,sweater,NOUN,4856
pink_swimsuit,swimsuit,NOUN,0
pink_theme,theme,NOUN,6996
pink_umbrella,umbrella,NOUN,671
pink_vest,vest,NOUN,1623
pink_wings,wings,NOUN,1087
pinky_out,pinky,VERB,6105
pinstripe_pattern,pattern,NOUN,4453
pinstripe_shirt,shirt,NOUN,766
pinstripe_suit,suit,NOUN,649
pinwheel,pinwheel,NOUN,889
pipe,pipe,NOUN,0
pipes,pipes,NOUN,1847
pirate,pirate,NOUN,2648
pirate_hat,hat,NOUN,4053
pistol,pistol,NOUN,26205
pith_helmet,helmet,NOUN,2768
pixel_art,art,NOUN,9544
pixelated,pixelated,VERB,659
pixiv_id,pixiv,PROPN,1450
pizza,pizza,NOUN,3161
pizza_slice,slice,NOUN,778
plaid,plaid,PROPN,96694
plaid_background,background,NOUN,1651
plaid_bikini,bikini,PROPN,2096
plaid_bow,bow,NOUN,4663
plaid_bowtie,bowtie,NOUN,1601
plaid_bra,bra,NOUN,872
plaid_dress,dress,NOUN,3024
plaid_headwear,headwear,NOUN,1441
plaid_jacket,jacket,NOUN,1064
plaid_legwear,legwear,NOUN,469
plaid_necktie,necktie,NOUN,1793
plaid_neckwear,neckwear,NOUN,1190
plaid_panties,panties,NOUN,1305
plaid_pants,pants,NOUN,1325
plaid_ribbon,ribbon,NOUN,630
plaid_scarf,scarf,NOUN,5574
plaid_shirt,shirt,NOUN,5947
plaid_skirt,skirt,NOUN,61486
plaid_vest,vest,NOUN,7756
planet,planet,NOUN,6437
plant,plant,NOUN,44582
plant_girl,girl,NOUN,1466
plantar_flexion,flexion,NOUN,2838
planted,planted,VERB,5783
planted_sword,sword,NOUN,3896
plastic_bag,bag,NOUN,2400
plate,plate,NOUN,25899
plate_armor,armor,NOUN,1153
platform_boots,boots,NOUN,658
platform_footwear,footwear,NOUN,7641
platform_heels,heels,NOUN,1302
platinum_blonde_hair,hair,NOUN,5881
playboy_bunny,bunny,NOUN,55524
playboy_bunny_leotard,leotard,PROPN,55524
player_2,player,NOUN,1003
playing,playing,VERB,901
playing_card,card,NOUN,5914
playing_games,games,NOUN,5513
playing_instrument,playing,VERB,6451
playing_with_own_hair,playing,VERB,1930
playstation_controller,controller,NOUN,1232
playstation_portable,portable,ADJ,1467
pleated_dress,dress,NOUN,10561
pleated_skirt,skirt,NOUN,328476
plectrum,plectrum,NOUN,1760
plugsuit,plugsuit,PROPN,9984
plum_blossoms,blossoms,NOUN,2245
plume,plume,NOUN,756
plump,plump,ADJ,19393
plunging_neckline,plunging,VERB,2023
pocket,pocket,NOUN,21543
pocket_watch,watch,NOUN,4220
pocky,pocky,ADJ,13228
pocky_day,day,NOUN,2033
pocky_kiss,kiss,NOUN,1737
poi,poi,PROPN,587
pointer,pointer,NOUN,1835
pointing,pointing,VERB,42095
pointing_at_self,pointing,VERB,3670
pointing_at_viewer,pointing,VERB,6524
pointing_up,pointing,VERB,3773
pointless_censoring,censoring,NOUN,13092
pointless_condom,condom,NOUN,1395
pointy_breasts,breasts,NOUN,936
pointy_ears,ears,NOUN,234454
pointy_footwear,footwear,NOUN,1030
pointy_hair,hair,NOUN,5872
poke_ball,poke,VERB,19497
poke_ball_(basic),poke,VERB,12022
poke_ball_print,poke,VERB,1524
poke_ball_symbol,poke,VERB,1650
poke_ball_theme,poke,VERB,1024
pokedex_number,number,PROPN,1303
pokemon_(creature),pokemon,PROPN,86588
pokemon_move,move,NOUN,790
pokemon_on_head,pokemon,NOUN,1674
pokemon_on_shoulder,pokemon,PROPN,1263
poker_chip,chip,NOUN,1324
poking,poking,VERB,4299
polar_bear,bear,NOUN,831
polar_chaldea_uniform,uniform,NOUN,3
pole,pole,NOUN,3528
pole_dancing,dancing,VERB,1701
polearm,polearm,PROPN,41620
polearm_behind_back,polearm,NOUN,595
police,police,NOUN,6270
police_hat,hat,NOUN,2313
police_uniform,uniform,NOUN,5387
policewoman,policewoman,NOUN,3353
polka_dot,dot,NOUN,46086
polka_dot_background,background,NOUN,10045
polka_dot_bikini,bikini,NOUN,4292
polka_dot_bow,bow,NOUN,8106
polka_dot_bra,bra,NOUN,1862
polka_dot_dress,dress,NOUN,1642
polka_dot_headwear,headwear,NOUN,929
polka_dot_legwear,legwear,NOUN,1251
polka_dot_panties,panties,NOUN,5467
polka_dot_ribbon,ribbon,NOUN,721
polka_dot_scrunchie,scrunchie,NOUN,880
polka_dot_shirt,shirt,NOUN,766
polka_dot_skirt,skirt,NOUN,896
polka_dot_swimsuit,swimsuit,NOUN,1380
polo_shirt,shirt,NOUN,1575
polos_crown,crown,PROPN,3025
pom_pom_(cheerleading),pom,NOUN,11571
pom_pom_(clothes),pom,NOUN,27625
pompadour,pompadour,NOUN,3415
poncho,poncho,NOUN,1796
pond,pond,NOUN,1769
ponytail,ponytail,NOUN,426928
pool,pool,NOUN,12458
pool_ladder,ladder,NOUN,2042
pool_of_blood,pool,NOUN,709
poolside,poolside,NOUN,5697
popcorn,popcorn,NOUN,960
popped_button,button,NOUN,755
popped_collar,collar,NOUN,4500
popsicle,popsicle,NOUN,19095
porch,porch,NOUN,928
porkpie_hat,hat,NOUN,2033
pornography,pornography,NOUN,975
portrait,portrait,NOUN,34977
portrait_(object),portrait,NOUN,927
pose,pose,VERB,18044
post-apocalypse,post,ADJ,768
poster_(medium),poster,NOUN,1020
poster_(object),poster,NOUN,4325
pot,pot,NOUN,5006
potato,potato,NOUN,1168
potato_chips,chips,NOUN,2037
potion,potion,NOUN,1332
potted_plant,plant,NOUN,11552
pouch,pouch,NOUN,19516
pouring,pouring,VERB,3799
pouring_onto_self,pouring,VERB,880
pout,pout,VERB,16198
pouty_lips,lips,NOUN,1092
pov,pov,PROPN,65871
pov_across_table,pov,PROPN,735
pov_crotch,crotch,NOUN,4611
pov_hands,hands,PROPN,10766
power_armor,armor,NOUN,3750
power_connection,connection,NOUN,664
power_lines,lines,NOUN,6222
power_suit,suit,NOUN,1526
power_symbol,symbol,NOUN,2347
pravda_military_uniform,uniform,NOUN,835
pravda_school_uniform,uniform,NOUN,1205
prayer_beads,beads,NOUN,2187
praying,praying,VERB,2232
precum,precum,PROPN,9290
pregnant,pregnant,ADJ,5678
prehensile_hair,hair,NOUN,1977
prehensile_tail,tail,NOUN,1033
presenting,presenting,VERB,8928
presenting_armpit,presenting,VERB,1533
priest,priest,NOUN,1362
princess,princess,NOUN,2379
princess_carry,carry,VERB,8962
print_bikini,bikini,NOUN,6711
print_bow,bow,NOUN,3897
print_bowtie,bowtie,NOUN,3280
print_bra,bra,NOUN,1322
print_dress,dress,NOUN,3371
print_gloves,gloves,NOUN,3447
print_headwear,headwear,NOUN,1005
print_jacket,jacket,NOUN,939
print_kimono,kimono,NOUN,10333
print_legwear,legwear,NOUN,10301
print_mug,mug,NOUN,729
print_neckwear,neckwear,NOUN,0
print_panties,panties,NOUN,6323
print_sarong,sarong,PROPN,764
print_shirt,shirt,NOUN,7916
print_shorts,shorts,NOUN,909
print_skirt,skirt,PROPN,4306
prison,prison,NOUN,612
prison_clothes,clothes,NOUN,883
product_placement,placement,NOUN,2081
profanity,profanity,NOUN,2591
profile,profile,NOUN,78039
projected_inset,inset,NOUN,1584
projectile_cum,cum,NOUN,4469
prone_bone,bone,NOUN,2459
propeller,propeller,NOUN,1370
propeller_hair_ornament,ornament,NOUN,679
prosthesis,prosthesis,NOUN,4930
prosthetic_arm,arm,NOUN,3021
prosthetic_leg,leg,NOUN,1360
prostitution,prostitution,NOUN,1857
prostration,prostration,NOUN,746
protecting,protecting,VERB,651
prototype,prototype,PROPN,717
pubic_hair,hair,NOUN,92270
pubic_hair_peek,peek,NOUN,2904
pubic_stubble,stubble,NOUN,653
pubic_tattoo,tattoo,NOUN,7854
public_indecency,indecency,NOUN,8575
public_nudity,nudity,NOUN,2738
public_use,use,NOUN,891
puckered_lips,lips,NOUN,2412
pudding,pudding,NOUN,2598
puddle,puddle,NOUN,3679
puff_and_slash_sleeves,puff,VERB,869
puffy_cheeks,cheeks,NOUN,921
puffy_detached_sleeves,sleeves,NOUN,1562
puffy_long_sleeves,sleeves,NOUN,24419
puffy_nipples,nipples,NOUN,27835
puffy_pants,pants,NOUN,1496
puffy_short_sleeves,sleeves,NOUN,110761
puffy_shorts,shorts,NOUN,1691
puffy_sleeves,sleeves,NOUN,212153
pulled_by_another,pulled,VERB,2133
pulled_by_self,pulled,VERB,11613
pulling,pulling,VERB,2102
pumpkin,pumpkin,NOUN,9931
pumpkin_hair_ornament,ornament,NOUN,765
pumpkin_hat,hat,NOUN,718
pumps,pumps,NOUN,3131
pun,pun,PROPN,6007
punching,punching,VERB,6030
puppet,puppet,NOUN,2721
puppet_strings,strings,NOUN,1067
puppy,puppy,NOUN,738
purple-framed_eyewear,eyewear,NOUN,937
purple_background,background,NOUN,22184
purple_bikini,bikini,NOUN,11969
purple_bodysuit,bodysuit,NOUN,3537
purple_bow,bow,NOUN,19569
purple_bowtie,bowtie,NOUN,5673
purple_bra,bra,NOUN,5600
purple_cape,cape,NOUN,2132
purple_capelet,capelet,NOUN,1247
purple_choker,choker,NOUN,2591
purple_coat,coat,NOUN,1974
purple_dress,dress,NOUN,29105
purple_eyes,eyes,NOUN,530580
purple_eyeshadow,eyeshadow,NOUN,990
purple_fire,fire,NOUN,1076
purple_flower,flower,NOUN,14964
purple_footwear,footwear,NOUN,7797
purple_gloves,gloves,NOUN,9611
purple_hair,hair,NOUN,422071
purple_hairband,hairband,NOUN,3681
purple_hakama,hakama,NOUN,906
purple_headwear,headwear,NOUN,9117
purple_hoodie,hoodie,NOUN,859
purple_jacket,jacket,NOUN,9439
purple_kimono,kimono,NOUN,7144
purple_legwear,legwear,NOUN,7636
purple_leotard,leotard,NOUN,4692
purple_lips,lips,NOUN,5112
purple_nails,nails,NOUN,13327
purple_necktie,necktie,NOUN,4030
purple_panties,panties,NOUN,10670
purple_pants,pants,NOUN,2268
purple_ribbon,ribbon,NOUN,14173
purple_rose,rose,VERB,3442
purple_sailor_collar,collar,NOUN,1762
purple_scarf,scarf,NOUN,2064
purple_scrunchie,scrunchie,NOUN,969
purple_shirt,shirt,NOUN,13844
purple_shorts,shorts,NOUN,2142
purple_skin,skin,NOUN,6698
purple_skirt,skirt,NOUN,21322
purple_sky,sky,NOUN,1761
purple_sleeves,sleeves,NOUN,2316
purple_sweater,sweater,NOUN,1869
purple_swimsuit,swimsuit,NOUN,0
purple_theme,theme,NOUN,6803
purple_umbrella,umbrella,NOUN,2911
purple_vest,vest,NOUN,3012
purple_wings,wings,NOUN,2600
pursed_lips,lips,NOUN,968
pushing,pushing,VERB,929
pussy,pussy,NOUN,251326
pussy_juice,juice,NOUN,78073
pussy_juice_drip_through_clothes,drip,VERB,743
pussy_juice_puddle,puddle,NOUN,1705
pussy_juice_stain,stain,NOUN,3149
pussy_juice_trail,trail,NOUN,3137
pussy_peek,peek,NOUN,4626
pyrokinesis,pyrokinesis,NOUN,1213
qing_guanmao,guanmao,PROPN,2625
quad_tails,tails,VERB,2646
quarter_note,note,VERB,2592
queen_(chess),queen,NOUN,1110
quill,quill,NOUN,2272
quiver,quiver,PROPN,5032
rabbit_ears,ears,NOUN,141689
rabbit_girl,girl,NOUN,14717
rabbit_house_uniform,uniform,NOUN,1811
rabbit_tail,tail,NOUN,36283
raccoon_ears,ears,NOUN,9884
raccoon_girl,girl,NOUN,2862
raccoon_tail,tail,PROPN,7855
